time,fast_barostat_volume,fast_barostat_pressure,slow_barostat_volume,slow_barostat_pressure
92.75,1003.3506178,0.664938220193,1000.45824682,0.954175318338
93,1000.07348838,0.992651161673,1001.79816084,0.820183915644
93.25,999.737592101,1.02624078995,1002.15221357,0.784778642767
93.5,999.183981214,1.08160187859,1002.76679592,0.723320408041
93.75,997.707232491,1.22927675091,1003.82103479,0.617896520826
94,997.651416933,1.23485830674,1004.81720757,0.518279242864
94.25,994.971711259,1.5028288741,1003.48147268,0.651852732242
94.5,998.002831249,1.19971687507,1002.4185567,0.758144330467
94.75,999.589811633,1.0410188367,1001.34819174,0.865180826061
95,998.921853739,1.10781462611,1001.36925528,0.863074472121
95.25,1001.73439829,0.826560171155,1001.66758229,0.833241770759
95.5,996.912077846,1.30879221544,1003.82744442,0.617255558308
95.75,995.109028687,1.48909713134,1004.47571239,0.552428761074
96,998.554172919,1.14458270807,1003.82171276,0.61782872443
96.25,1000.48002569,0.951997431463,1001.86201647,0.813798352811
96.5,1003.23560421,0.676439579352,1001.02160411,0.89783958864
96.75,998.328349966,1.16716500342,1000.90087226,0.909912774342
97,998.494689282,1.15053107184,1000.23611732,0.976388268154
97.25,997.818960169,1.21810398311,1000.72475107,0.927524892621
97.5,995.58108291,1.44189170901,1000.33818406,0.96618159426
97.75,1000.61350672,0.93864932809,1001.01375361,0.898624638849
98,1003.92825672,0.607174328125,1000.41875756,0.958124244146
98.25,1002.33133341,0.766866658642,1000.25787928,0.974212072244
98.5,999.644768549,1.03552314513,999.797327565,1.02026724349
98.75,1003.98359904,0.601640096286,999.612699521,1.03873004787
99,999.699610269,1.03003897306,998.762873568,1.1237126432
99.25,998.772369643,1.12276303566,997.989908953,1.20100910471
99.5,1000.93494575,0.906505424894,998.510431735,1.14895682655
99.75,996.970645364,1.3029354636,998.461131137,1.15388688629
100,993.167071353,1.68329286466,997.458284618,1.25417153824
100.25,993.888712279,1.61112877207,996.669201728,1.33307982724
100.5,996.951956452,1.30480435479,997.777848364,1.22221516363
100.75,997.542871673,1.24571283268,997.604237119,1.2395762881
101,999.568553069,1.04314469311,996.791272688,1.32087273117
101.25,1004.08414439,0.591585561233,996.859267127,1.31407328734
101.5,1002.11527836,0.788472163637,995.563728488,1.4436271512
101.75,1004.24964889,0.57503511127,997.422893127,1.2577106873
102,1002.40736221,0.759263778587,997.415177565,1.25848224354
102.25,1008.01672471,0.198327529261,998.212109773,1.17878902266
102.5,1004.66561409,0.533438591209,999.067525603,1.09324743974
102.75,1006.25307768,0.374692232397,1000.83582051,0.916417948727
103,1004.92290131,0.507709868685,998.415032472,1.15849675281
103.25,1008.46105909,0.15389409084,996.853745237,1.31462547625
103.5,1005.20286768,0.47971323182,996.842602811,1.3157397189
103.75,1000.07078068,0.992921931514,997.397681249,1.26023187508
104,1000.90698782,0.909301218014,997.757684228,1.22423157721
104.25,1001.39770673,0.86022932673,997.323125145,1.26768748547
104.5,1003.00387529,0.699612471096,998.326690085,1.16733099151
104.75,997.978149519,1.20218504805,998.934281345,1.10657186546
105,994.400981989,1.55990180113,1000.97482183,0.902517817003
105.25,993.722107568,1.62778924323,998.987567797,1.10124322031
105.5,997.789891376,1.22101086243,998.748768802,1.12512311976
105.75,999.108351411,1.08916485886,999.371097276,1.0628902724
106,999.57700888,1.04229911202,997.543720778,1.24562792224
106.25,1001.47122308,0.852877692419,996.992600005,1.30073999948
106.5,1001.08684144,0.891315855633,997.478269981,1.25217300192
106.75,998.612761858,1.13872381421,998.583337905,1.14166620945
107,998.126746779,1.18732532212,1001.43685156,0.856314844315
107.25,999.104248053,1.0895751947,999.805889161,1.01941108392
107.5,1001.44503404,0.855496595791,999.415944631,1.05840553691
107.75,995.904908845,1.40950911549,997.014700064,1.29852999359
108,993.604861449,1.63951385507,998.754578581,1.12454214194
108.25,994.131851347,1.58681486529,1001.57056241,0.842943758927
108.5,997.162250526,1.28377494743,1000.46760746,0.953239254035
108.75,1000.32395235,0.96760476471,1001.51208801,0.848791198523
109,1003.79159807,0.620840192778,1001.45132609,0.854867391025
109.25,1002.16320925,0.783679075058,1002.59897461,0.74010253859
109.5,1002.8433013,0.71566986981,1003.1109931,0.688900689578
109.75,1004.08014084,0.591985916383,1002.44941037,0.755058962822
110,1000.95675398,0.90432460179,1001.26033922,0.873966077933
110.25,1001.41508948,0.858491052065,1001.87595261,0.812404738623
110.5,1006.59869375,0.340130624681,1000.98180701,0.901819298748
110.75,1001.41918704,0.858081296136,999.567256812,1.04327431876
111,999.824370091,1.01756299087,997.954668547,1.20453314531
111.25,1001.83742177,0.816257823289,999.276888626,1.07231113737
111.5,1002.07027807,0.792972193361,1000.25239431,0.974760569474
111.75,1001.20271097,0.879728902995,999.4835447,1.05164553003
112,1003.71215716,0.628784283851,1000.20081105,0.979918894766
112.25,1004.8289012,0.517109880463,1000.87179488,0.912820511806
112.5,1003.97297904,0.602702095784,1003.51864757,0.64813524338
112.75,1001.71166966,0.828833034376,1002.96413901,0.703586098612
113,999.447828856,1.05521711442,1002.54787041,0.745212959421
113.25,1000.8326657,0.916733429939,1000.58786208,0.941213791726
113.5,997.236250893,1.27637491074,1002.12388739,0.787611261103
113.75,995.925492602,1.40745073977,1000.91875517,0.908124483284
114,998.167026113,1.18329738865,1001.37971282,0.862028717668
114.25,1001.72238812,0.827761188043,1000.54061037,0.94593896292
114.5,1001.16531609,0.883468391053,1001.26321173,0.873678827352
