time,weak_langevin_position,weak_langevin_velocity,strong_langevin_position,strong_langevin_velocity
59.28,-1.43386454206,-0.0482824732415,-0.563785958935,-0.959757575599
59.44,-1.41071400426,0.318763113158,-0.767375664435,-1.71775251342
59.6,-1.33635692274,0.483908135012,-0.945839249234,-0.673710830594
59.76,-1.2103339544,1.07936034941,-1.13068197397,-1.08784760315
59.92,-1.00355158106,1.33091547845,-1.34117221394,-0.705081310987
60.08,-0.778113940156,1.43765385002,-1.40021589386,-1.12843645463
60.24,-0.582155841387,1.10693425217,-1.52402687644,-1.63569145559
60.4,-0.426203863893,0.834338242886,-1.77755726913,-1.90074983022
60.56,-0.257562285286,1.13686517489,-1.97525416894,-0.783046827508
60.72,-0.0698064988721,1.11191836424,-1.96671234984,0.597192502855
60.88,0.0869193735755,0.808100552145,-1.94295273608,-1.00901402227
61.04,0.220886847077,0.736455165088,-1.91882564744,0.543431547834
61.2,0.344451844516,0.746433425265,-1.94090464911,-1.0363776518
61.36,0.436188299845,0.465526641208,-2.11271542768,-0.0329038440665
61.52,0.493044815069,0.242154504016,-2.13533880279,-0.0993455217232
61.68,0.523249944255,0.225676748885,-2.07308290275,0.199283739015
61.84,0.534636224123,0.0495014092593,-2.19871297195,-0.853909646208
62,0.552299737609,0.0936109274119,-2.30083821458,0.0171135526423
62.16,0.569453875404,0.0808891354614,-2.3267133766,-0.200618235297
62.32,0.572772689501,0.0625019365931,-2.39945898978,-1.04775106954
62.48,0.538616443526,-0.400428414142,-2.60334532169,-1.0055222359
62.64,0.479590303545,-0.546170633761,-2.76426645904,-1.03470260236
62.8,0.402130060972,-0.443710895692,-2.89058590683,-0.399526625063
62.96,0.316174530206,-0.689774803756,-2.71235136441,2.64492877809
63.12,0.200385257848,-0.795691492754,-2.42829254795,1.47747967674
63.28,0.0641187235099,-1.0189272833,-2.19622754032,1.81080188818
63.44,-0.0991082083501,-1.24977108014,-1.95220631361,0.95635733409
63.6,-0.341880175102,-1.69224005236,-1.830362173,0.69164075022
63.76,-0.591762092994,-1.37905246182,-1.64457760334,1.13572737217
63.92,-0.812619151656,-1.28060990936,-1.41640752475,0.776816433917
64.08,-0.99168501336,-0.951491281684,-1.29441741394,0.828169112147
64.24,-1.11194149531,-0.692581839504,-1.14918682609,1.93069133416
64.4,-1.24823622153,-0.739311643282,-0.814139041474,0.721183950804
64.56,-1.37261988493,-0.630253545782,-0.649474258991,1.18548066403
64.72,-1.45904210009,-0.414197384707,-0.458209011849,1.27941033907
64.88,-1.50179541005,-0.158801304587,-0.439891493788,-0.0198776487586
65.04,-1.54581053113,-0.435642983996,-0.417084554761,0.213533356439
65.2,-1.61163710526,-0.375224799967,-0.441679936578,0.430631707331
65.36,-1.64549217088,-0.128485583599,-0.406604776514,0.0987926821948
65.52,-1.6361746805,0.206127304514,-0.562160007263,-1.3657931352
65.68,-1.59278309385,0.337000928003,-0.726516030049,-1.87043195242
65.84,-1.51274062868,0.657746944525,-0.911749332076,-0.413585454759
66,-1.39014963467,0.849465024377,-0.997867575186,-0.898059583481
66.16,-1.22998610564,1.06433061345,-1.1159096542,-0.126024356218
66.32,-1.05490443244,1.13181450003,-1.09113873447,-0.232521496042
66.48,-0.825710474359,1.80274314256,-0.999723359169,0.547074387057
66.64,-0.532053293182,1.86863430061,-0.81309756016,1.42783729203
66.8,-0.226298440286,2.00737256993,-0.798110487667,-0.0970692611204
66.96,0.102023941703,2.02276536388,-0.825296550728,0.122156739501
67.12,0.432294724496,1.98523720169,-0.629130665583,1.3234562721
67.28,0.73626678734,1.68301867289,-0.491722806776,1.02205426106
67.44,0.997358371443,1.53936427408,-0.460492924735,0.763942283422
67.6,1.23379820776,1.59875053549,-0.562302412346,-1.34640841026
67.76,1.46711536843,1.36889647911,-0.457699889575,1.56543220404
67.92,1.64732621577,1.01137474017,-0.293322288839,1.17894263848
68.08,1.76041171337,0.710892315316,-0.134346182308,0.901100496212
68.24,1.84165472699,0.381323836357,-0.0249455128345,0.560043423794
68.4,1.89522524173,0.194532694325,0.133017877978,1.34736223194
68.56,1.91685960609,0.0966061905764,0.343673564081,1.51976501697
68.72,1.91176714222,-0.223407107659,0.458667963924,-0.78329727096
68.88,1.83483914108,-0.660276248463,0.404359644077,0.269699434528
69.04,1.7031443611,-1.08224751947,0.271992419467,-1.2457256936
69.2,1.51186649971,-1.39828809164,0.19702959075,-1.22192570189
69.36,1.28389147653,-1.39732353108,0.146314830183,0.0756880337284
69.52,1.048474181,-1.73280813495,0.163812876015,0.0986839569635
69.68,0.752051907357,-1.8905382159,0.0944380867602,-0.6685868778
69.84,0.458207590024,-1.9009614562,0.0296258893842,-0.0192794846085
70,0.124987338396,-2.02748641193,-0.0132644400165,0.561419226215
70.16,-0.216897534845,-2.10500369218,0.080443334959,0.14907964779
70.32,-0.537473254203,-1.93835305981,0.175201695759,0.755727890204
70.48,-0.828632274526,-1.69919460238,0.183101458582,0.641791583078
70.64,-1.08853623372,-1.46502115788,0.256700146129,-0.317015038639
70.8,-1.30490258452,-1.18677896512,0.133832475438,-1.56389351222
