true_pmf_x,true_pmf_y,histogram_pmf_x,histogram_pmf_y,reweighted_pmf_x,reweighted_pmf_y,rdf_x,rdf_y,rdf_pmf_x,rdf_pmf_y,argon_rdf_x,argon_rdf_y,argon_rdf_pmf_x,argon_rdf_pmf_y,argon_rdf_pmf_block_sem_x,argon_rdf_pmf_block_sem_y,argon_rdf_pmf_replica_std_x,argon_rdf_pmf_replica_std_y
-0.23125,0.895906617737,,,,,,,,,,,,,,,,
-0.225,0.901312890625,,,,,,,,,,,,,,,,
-0.21875,0.906586647034,,,,,,,,,,,,,,,,
-0.2125,0.911726586914,,,,,,,,,,,,,,,,
-0.20625,0.916731446838,,,,,,,,,,,,,,,,
-0.2,0.9216,,,,,,,,,,,,,,,,
-0.19375,0.926331056213,,,,,,,,,,,,,,,,
-0.1875,0.930923461914,,,,,,,,,,,,,,,,
-0.18125,0.935376100159,,,,,,,,,,,,,,,,
-0.175,0.939687890625,,,,,,,,,,,,,,,,
-0.16875,0.943857789612,,,,,,,,,,,,,,,,
-0.1625,0.947884790039,,,,,,,,,,,,,,,,
-0.15625,0.951767921448,,,,,,,,,,,,,,,,
-0.15,0.95550625,,,,,,,,,,,,,,,,
-0.14375,0.959098878479,,,,,,,,,,,,,,,,
-0.1375,0.962544946289,,,,,,,,,,,,,,,,
-0.13125,0.965843629456,,,,,,,,,,,,,,,,
-0.125,0.968994140625,,,,,,,,,,,,,,,,
-0.11875,0.971995729065,,,,,,,,,,,,,,,,
-0.1125,0.974847680664,,,,,,,,,,,,,,,,
-0.10625,0.977549317932,,,,,,,,,,,,,,,,
-0.1,0.9801,,,,,,,,,,,,,,,,
-0.09375,0.98249912262,,,,,,,,,,,,,,,,
-0.0875,0.984746118164,,,,,,,,,,,,,,,,
-0.08125,0.986840455627,,,,,,,,,,,,,,,,
-0.075,0.988781640625,,,,,,,,,,,,,,,,
-0.06875,0.990569215393,,,,,,,,,,,,,,,,
-0.0625,0.992202758789,,,,,,,,,,,,,,,,
-0.05625,0.993681886292,,,,,,,,,,,,,,,,
-0.05,0.99500625,,,,,,,,,,,,,,,,
-0.04375,0.996175538635,,,,,,,,,,,,,,,,
-0.0375,0.997189477539,,,,,,,,,,,,,,,,
-0.03125,0.998047828674,,,,,,,,,,,,,,,,
-0.025,0.998750390625,,,,,,,,,,,,,,,,
-0.01875,0.999296998596,,,,,,,,,,,,,,,,
-0.0125,0.999687524414,,,,,,,,,,,,,,,,
-0.00625,0.999921876526,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,
0.00625,0.999921876526,,,,,,,,,,,,,,,,
0.0125,0.999687524414,,,,,,,,,,,,,,,,
0.01875,0.999296998596,,,,,,,,,,,,,,,,
0.025,0.998750390625,,,,,,,,,,,,,,,,
0.03125,0.998047828674,,,,,,,,,,,,,,,,
0.0375,0.997189477539,,,,,,,,,,,,,,,,
0.04375,0.996175538635,,,,,,,,,,,,,,,,
0.05,0.99500625,,,,,,,,,,,,,,,,
0.05625,0.993681886292,,,,,,,,,,,,,,,,
0.0625,0.992202758789,,,,,,,,,,,,,,,,
0.06875,0.990569215393,,,,,,,,,,,,,,,,
0.075,0.988781640625,,,,,,,,,,,,,,,,
0.08125,0.986840455627,,,,,,,,,,,,,,,,
0.0875,0.984746118164,,,,,,,,,,,,,,,,
