time,position,velocity,exact_position,exact_velocity,energy
6.48,0.979925473988,-0.199004973791,0.980694427654,-0.195546515101,0.499928457082
6.6,0.94898941372,-0.314739867054,0.950232591959,-0.311541363513,0.499821045633
6.72,0.904387905895,-0.425942506231,0.906103819078,-0.423055397143,0.499672251472
6.84,0.846763212225,-0.531011573318,0.848942801164,-0.528484739943,0.499490614288
6.96,0.776945128299,-0.628434073749,0.779571669604,-0.626313030322,0.499286558718
7.08,0.695939034525,-0.716807123519,0.698988170536,-0.715133230559,0.499071796052
7.2,0.604911418654,-0.79485815071,0.608351314532,-0.793667863849,0.498858652084
7.32,0.505173078355,-0.86146322053,0.508964706865,-0.860787387899,0.49865935971
7.44,0.398160245727,-0.915663219975,0.402257798109,-0.915526440831,0.498485356846
7.56,0.285413905561,-0.956677669052,0.289765324738,-0.95709772572,0.498346629975
7.68,0.168557605155,-0.983915959695,0.173105235434,-0.984903334072,0.498251140999
7.8,0.0492740752342,-0.996985860519,0.0539554205626,-0.998543345375,0.498204370282
7.92,-0.0707190013698,-0.99569916495,-0.0659704204627,-0.997821579053,0.498209002119
8.04,-0.189693724354,-0.980074401407,-0.184947426855,-0.982748416076,0.498264770676
8.16,-0.305936857707,-0.950336566483,-0.301264384659,-0.953540649651,0.49836847525
8.28,-0.41777450031,-0.906913885002,-0.413248338674,-0.910618367146,0.49851416396
8.4,-0.523596190108,-0.850431643577,-0.519288654117,-0.854598908088,0.498693475347
8.52,-0.621878094768,-0.781703186485,-0.617860181942,-0.786287985137,0.498896118257
8.64,-0.711204954864,-0.701718203507,-0.707545194648,-0.706668095736,0.499110462478
8.76,-0.79029046361,-0.611628478398,-0.787053777064,-0.616884391121,0.49932420623
8.88,-0.85799578968,-0.512731303201,-0.855242378854,-0.518228205921,0.499525082195
9,-0.913345976378,-0.406450797237,-0.911130261885,-0.412118485242,0.499701561571
9.12,-0.955543981017,-0.294317399794,-0.95391360592,-0.300081376365,0.499843515739
